UF;regional;municipio
GO;CRE-INHUMAS;ITAUÇU
GO;CRE-INHUMAS;NOVA VENEZA
GO;CRE-INHUMAS;SANTA ROSA DE GOIÁS
GO;CRE-INHUMAS;SANTO ANTÔNIO DE GOIÁS
GO;CRE-INHUMAS;TAQUARAL DE GOIÁS
GO;CRE-IPORÁ;AMORINÓPOLIS
GO;CRE-IPORÁ;CAIAPÔNIA
GO;CRE-IPORÁ;DIORAMA
GO;CRE-IPORÁ;DOVERLÂNDIA
GO;CRE-IPORÁ;IPORÁ
GO;CRE-IPORÁ;ISRAELÂNDIA
GO;CRE-IPORÁ;JAUPACI
GO;CRE-IPORÁ;PALESTINA DE GOIÁS
GO;CRE-ITABERAI;AMERICANO DO BRASIL
GO;CRE-ITABERAI;ITABERAÍ
GO;CRE-ITABERAI;ITAGUARI
GO;CRE-ITABERAI;ITAGUARU
GO;CRE-ITAPACI;CAMPOS VERDES
GO;CRE-ITAPACI;CRIXÁS
GO;CRE-ITAPACI;GUARINOS
GO;CRE-ITAPACI;ITAPACI
GO;CRE-ITAPACI;PILAR DE GOIÁS
GO;CRE-ITAPACI;SANTA TEREZINHA DE GOIÁS
GO;CRE-ITAPACI;UIRAPURU
GO;CRE-ITAPURANGA;GUARAITA
GO;CRE-ITAPURANGA;HEITORAÍ
GO;CRE-ITAPURANGA;ITAPURANGA
GO;CRE-ITAPURANGA;MORRO AGUDO DE GOIÁS
GO;CRE-ITAPURANGA;URUANA
GO;CRE-ITUMBIARA;BOM JESUS DE GOIÁS
GO;CRE-ITUMBIARA;BURITI ALEGRE
GO;CRE-ITUMBIARA;CACHOEIRA DOURADA
GO;CRE-ITUMBIARA;ITUMBIARA
GO;CRE-JATAI;APARECIDA DO RIO DOCE
GO;CRE-JATAI;APORÉ
GO;CRE-JATAI;CAÇU
GO;CRE-JATAI;CHAPADÃO DO CÉU
GO;CRE-JATAI;ITAJÁ
GO;CRE-JATAI;ITARUMÃ
GO;CRE-JATAI;JATAÍ
GO;CRE-JATAI;LAGOA SANTA
GO;CRE-JATAI;SERRANÓPOLIS
GO;CRE-JUSSARA;BRITÂNIA
GO;CRE-JUSSARA;FAZENDA NOVA
GO;CRE-JUSSARA;ITAPIRAPUÃ
GO;CRE-JUSSARA;JUSSARA
GO;CRE-JUSSARA;MATRINCHÃ
GO;CRE-JUSSARA;MONTES CLAROS DE GOIÁS
GO;CRE-JUSSARA;NOVO BRASIL
GO;CRE-JUSSARA;SANTA FÉ DE GOIÁS
GO;CRE-LUZIÂNIA;CRISTALINA
GO;CRE-LUZIÂNIA;LUZIÂNIA
GO;CRE-MINAÇU;CAMPINAÇU
GO;CRE-MINAÇU;COLINAS DO SUL
GO;CRE-MINAÇU;MINAÇU
GO;CRE-MINEIROS;MINEIROS
GO;CRE-MINEIROS;PEROLÂNDIA
GO;CRE-MINEIROS;PORTELÂNDIA
GO;CRE-MINEIROS;SANTA RITA DO ARAGUAIA
GO;CRE-MORRINHOS;ÁGUA LIMPA
GO;CRE-MORRINHOS;CALDAS NOVAS
GO;CRE-MORRINHOS;EDEALINA
GO;CRE-MORRINHOS;MARZAGÃO
GO;CRE-MORRINHOS;MORRINHOS
GO;CRE-MORRINHOS;PONTALINA
GO;CRE-MORRINHOS;RIO QUENTE
GO;CRE-NOVO GAMA;CIDADE OCIDENTAL
GO;CRE-NOVO GAMA;NOVO GAMA
GO;CRE-NOVO GAMA;VALPARAÍSO DE GOIÁS
GO;CRE-PALMEIRAS;CEZARINA
GO;CRE-PALMEIRAS;EDÉIA
GO;CRE-PALMEIRAS;INDIARA
GO;CRE-PALMEIRAS;JANDAIA
GO;CRE-PALMEIRAS;NAZÁRIO
GO;CRE-PALMEIRAS;PALMEIRAS DE GOIÁS
GO;CRE-PALMEIRAS;PALMINÓPOLIS
GO;CRE-PALMEIRAS;PARAÚNA
GO;CRE-PALMEIRAS;VARJÃO
GO;CRE-PIRACANJUBA;BELA VISTA DE GOIÁS
GO;CRE-PIRACANJUBA;CRISTIANÓPOLIS
GO;CRE-PIRACANJUBA;CROMÍNIA
GO;CRE-PIRACANJUBA;MAIRIPOTABA
GO;CRE-PIRACANJUBA;PIRACANJUBA
GO;CRE-PIRACANJUBA;PROFESSOR JAMIL
GO;CRE-PIRANHAS;ARAGARÇAS
GO;CRE-PIRANHAS;ARENÓPOLIS
GO;CRE-PIRANHAS;BALIZA
GO;CRE-PIRANHAS;BOM JARDIM DE GOIÁS
GO;CRE-PIRANHAS;PIRANHAS
GO;CRE-PIRES DO RIO;IPAMERI
GO;CRE-PIRES DO RIO;ORIZONA
GO;CRE-PIRES DO RIO;PALMELO
GO;CRE-PIRES DO RIO;PIRES DO RIO
GO;CRE-PIRES DO RIO;SANTA CRUZ DE GOIÁS
GO;CRE-PIRES DO RIO;URUTAÍ
GO;CRE-PLANALTINA;ÁGUA FRIA DE GOIÁS
GO;CRE-PLANALTINA;ALTO PARAISO DE GOIÁS
GO;CRE-PLANALTINA;PLANALTINA
GO;CRE-PLANALTINA;SÃO JOÃO D ALIANÇA
GO;CRE-PORANGATU;BONOPOLIS
GO;CRE-PORANGATU;ESTRELA DO NORTE
GO;CRE-PORANGATU;FORMOSO
GO;CRE-PORANGATU;MONTIVIDIU DO NORTE
GO;CRE-PORANGATU;MUTUNÓPOLIS
GO;CRE-PORANGATU;PORANGATU
GO;CRE-PORANGATU;SANTA TEREZA DE GOIÁS
GO;CRE-PORANGATU;TROMBAS
GO;CRE-POSSE;ALVORADA DO NORTE
GO;CRE-POSSE;BURITINÓPOLIS
GO;CRE-POSSE;DAMIANÓPOLIS
GO;CRE-POSSE;GUARANI DE GOIÁS
GO;CRE-POSSE;IACIARA
GO;CRE-POSSE;MAMBAÍ
GO;CRE-POSSE;NOVA ROMA
GO;CRE-POSSE;POSSE
GO;CRE-POSSE;SÃO DOMINGOS
GO;CRE-POSSE;SIMOLÂNDIA
GO;CRE-POSSE;SÍTIO D ABADIA
GO;CRE-QUIRINÓPOLIS;CACHOEIRA ALTA
GO;CRE-QUIRINÓPOLIS;GOUVELÂNDIA
GO;CRE-QUIRINÓPOLIS;INACIOLÂNDIA
GO;CRE-QUIRINÓPOLIS;PARANAIGUARA
GO;CRE-QUIRINÓPOLIS;QUIRINÓPOLIS
GO;CRE-QUIRINÓPOLIS;SÃO SIMÃO
GO;CRE-RIO VERDE;CASTELÂNDIA
GO;CRE-RIO VERDE;MONTIVIDIU
GO;CRE-RIO VERDE;RIO VERDE
GO;CRE-RIO VERDE;SANTO ANTÔNIO DA BARRA
GO;CRE-RUBIATABA;IPIRANGA DE GOIÁS
GO;CRE-RUBIATABA;NOVA AMÉRICA
GO;CRE-RUBIATABA;NOVA GLÓRIA
GO;CRE-RUBIATABA;RUBIATABA
GO;CRE-SANTA HELENA;ACREÚNA
GO;CRE-SANTA HELENA;MAURILÂNDIA
GO;CRE-SANTA HELENA;PORTEIRÃO
GO;CRE-SANTA HELENA;SANTA HELENA DE GOIÁS
GO;CRE-SANTA HELENA;TURVELÂNDIA
GO;CRE-SÃO L. M. BELOS;ADELÂNDIA
GO;CRE-SÃO L. M. BELOS;AURILÂNDIA
GO;CRE-SÃO L. M. BELOS;CACHOEIRA DE GOIÁS
GO;CRE-SÃO L. M. BELOS;CÓRREGO DO OURO
GO;CRE-SÃO L. M. BELOS;FIRMINÓPOLIS
GO;CRE-SÃO L. M. BELOS;IVOLÂNDIA
GO;CRE-SÃO L. M. BELOS;MOIPORÁ
GO;CRE-SÃO L. M. BELOS;SÃO JOÃO DA PARAÚNA
GO;CRE-SÃO L. M. BELOS;SÃO LUÍS DE MONTES BELOS
GO;CRE-SÃO L. M. BELOS;TURVÂNIA
GO;CRE-SÃO M. ARAGUAIA;MUNDO NOVO
GO;CRE-SÃO M. ARAGUAIA;NOVA CRIXÁS
GO;CRE-SÃO M. ARAGUAIA;NOVO PLANALTO
GO;CRE-SÃO M. ARAGUAIA;SAO MIGUEL DO ARAGUAIA
GO;CRE-SILVÂNIA;GAMELEIRA DE GOIÁS
GO;CRE-SILVÂNIA;LEOPOLDO DE BULHÕES
GO;CRE-SILVÂNIA;SÃO MIGUEL DO PASSA QUATRO
GO;CRE-SILVÂNIA;SILVÂNIA
GO;CRE-SILVÂNIA;VIANÓPOLIS
GO;CRE-TRINDADE;ABADIA DE GOIÁS
GO;CRE-TRINDADE;ANICUNS
GO;CRE-TRINDADE;AVELINÓPOLIS
GO;CRE-TRINDADE;CAMPESTRE DE GOIÁS
GO;CRE-TRINDADE;GUAPÓ
GO;CRE-TRINDADE;SANTA BÁRBARA DE GOIÁS
GO;CRE-TRINDADE;TRINDADE
GO;CRE-URUAÇU;ALTO HORIZONTE
GO;CRE-URUAÇU;AMARALINA
GO;CRE-URUAÇU;CAMPINORTE
GO;CRE-URUAÇU;HIDROLINA
GO;CRE-URUAÇU;MARA ROSA
GO;CRE-URUAÇU;NIQUELÂNDIA
GO;CRE-URUAÇU;NOVA IGUAÇU DE GOIÁS
GO;CRE-URUAÇU;SÃO LUÍZ DO NORTE
GO;CRE-URUAÇU;URUAÇU
ES;SRE Afonso Cláudio;Afonso Cláudio
ES;SRE Barra de São Francisco;Água Doce do Norte
ES;SRE Barra de São Francisco;Águia Branca
ES;SRE Guaçuí;Alegre
ES;SRE Vila Velha;Alfredo Chaves
ES;SRE Colatina;Alto Rio Novo
ES;SRE Vila Velha;Anchieta
ES;SRE Guaçuí;Apiacá
ES;SRE Linhares;Aracruz
ES;SRE Cachoeiro de Itapemirim;Atílio Vivácqua
ES;SRE Colatina;Baixo Guandu
ES;SRE Barra de São Francisco;Barra de São Francisco
ES;SRE Nova Venécia;Boa Esperança
ES;SRE Guaçuí;Bom Jesus do Norte
ES;SRE Afonso Cláudio;Brejetuba
ES;SRE Cachoeiro de Itapemirim;Cachoeiro de Itapemirim
ES;SRE Cariacica;Cariacica
ES;SRE Cachoeiro de Itapemirim;Castelo
ES;SRE Colatina;Colatina
ES;SRE São Mateus;Conceição da Barra
ES;SRE Afonso Cláudio;Conceição do Castelo
ES;SRE Guaçuí;Divino de São Lourenço
ES;SRE Afonso Cláudio;Domingos Martins
ES;SRE Guaçuí;Dores do Rio Preto
ES;SRE Barra de São Francisco;Ecoporanga
ES;SRE Carapina;Fundão
ES;SRE Colatina;Governador Lindenberg
ES;SRE Guaçuí;Guaçuí
ES;SRE Vila Velha;Guarapari
ES;SRE Guaçuí;Ibatiba
ES;SRE Linhares;Ibiraçu
ES;SRE Guaçuí;Ibitirama
ES;SRE Cachoeiro de Itapemirim;Iconha
ES;SRE Guaçuí;Irupi
ES;SRE Colatina;Itaguaçu
ES;SRE Cachoeiro de Itapemirim;Itapemirim
ES;SRE Colatina;Itarana
ES;SRE Guaçuí;Iúna
ES;SRE São Mateus;Jaguaré
ES;SRE Cachoeiro de Itapemirim;Jerônimo Monteiro
ES;SRE Linhares;João Neiva
ES;SRE Afonso Cláudio;Laranja da Terra
ES;SRE Linhares;Linhares
ES;SRE Barra de São Francisco;Mantenópolis
ES;SRE Cachoeiro de Itapemirim;Marataízes
ES;SRE Cariacica;Marechal Floriano
ES;SRE Colatina;Marilândia
ES;SRE Cachoeiro de Itapemirim;Mimoso do Sul
ES;SRE Nova Venécia;Montanha
ES;SRE Nova Venécia;Mucurici
ES;SRE Guaçuí;Muniz Freire
ES;SRE Cachoeiro de Itapemirim;Muqui
ES;SRE Nova Venécia;Nova Venécia
ES;SRE Colatina;Pancas
ES;SRE São Mateus;Pedro Canário
ES;SRE Nova Venécia;Pinheiros
ES;SRE Vila Velha;Piúma
ES;SRE Nova Venécia;Ponto Belo
ES;SRE Cachoeiro de Itapemirim;Presidente Kennedy
ES;SRE Linhares;Rio Bananal
ES;SRE Cachoeiro de Itapemirim;Rio Novo do Sul
ES;SRE Cariacica;Santa Leopoldina
ES;SRE Afonso Cláudio;Santa Maria de Jetibá
ES;SRE Carapina;Santa Teresa
ES;SRE Colatina;São Domingos do Norte
ES;SRE Nova Venécia;São Gabriel da Palha
ES;SRE Guaçuí;São José do Calçado
ES;SRE São Mateus;São Mateus
ES;SRE Colatina;São Roque do Canaã
ES;SRE Carapina;Serra
ES;SRE Linhares;Sooretama
ES;SRE Cachoeiro de Itapemirim;Vargem Alta
ES;SRE Afonso Cláudio;Venda Nova do Imigrante
ES;SRE Cariacica;Viana
ES;SRE Nova Venécia;Vila Pavão
ES;SRE Nova Venécia;Vila Valério
ES;SRE Vila Velha;Vila Velha
ES;SRE Carapina;Vitória
MG;SRE ALMENARA;ÁGUAS VERMELHAS
MG;SRE ALMENARA;ALMENARA
MG;SRE ALMENARA;BANDEIRA
MG;SRE ALMENARA;CACHOEIRA DE PAJEÚ
MG;SRE ALMENARA;CURRAL DE DENTRO
MG;SRE ALMENARA;DIVISA ALEGRE
MG;SRE ALMENARA;DIVISÓPOLIS
MG;SRE ALMENARA;FELISBURGO
MG;SRE ALMENARA;JACINTO
MG;SRE ALMENARA;JEQUITINHONHA
MG;SRE ALMENARA;JOAÍMA
MG;SRE ALMENARA;JORDÂNIA
MG;SRE ALMENARA;MATA VERDE
MG;SRE ALMENARA;MONTE FORMOSO
MG;SRE ALMENARA;PALMÓPOLIS
MG;SRE ALMENARA;PEDRA AZUL
MG;SRE ALMENARA;RIO DO PRADO
MG;SRE ALMENARA;RUBIM
MG;SRE ALMENARA;SALTO DA DIVISA
MG;SRE ALMENARA;SANTA MARIA DO SALTO
MG;SRE ALMENARA;SANTO ANTÔNIO DO JACINTO
MG;SRE ARAÇUAÍ;ARAÇUAÍ
MG;SRE ARAÇUAÍ;BERILO
MG;SRE ARAÇUAÍ;BERIZAL
MG;SRE ARAÇUAÍ;CHAPADA DO NORTE
MG;SRE ARAÇUAÍ;COMERCINHO
MG;SRE ARAÇUAÍ;CORONEL MURTA
MG;SRE ARAÇUAÍ;FRANCISCO BADARÓ
MG;SRE ARAÇUAÍ;FRUTA DE LEITE
MG;SRE ARAÇUAÍ;INDAIABIRA
MG;SRE ARAÇUAÍ;ITAOBIM
MG;SRE ARAÇUAÍ;ITINGA
MG;SRE ARAÇUAÍ;JENIPAPO DE MINAS
MG;SRE ARAÇUAÍ;JOSÉ GONÇALVES DE MINAS
MG;SRE ARAÇUAÍ;MEDINA
MG;SRE ARAÇUAÍ;NINHEIRA
MG;SRE ARAÇUAÍ;NOVORIZONTE
MG;SRE ARAÇUAÍ;RUBELITA
MG;SRE ARAÇUAÍ;SALINAS
MG;SRE ARAÇUAÍ;SANTA CRUZ DE SALINAS
MG;SRE ARAÇUAÍ;TAIOBEIRAS
MG;SRE ARAÇUAÍ;VIRGEM DA LAPA
MG;SRE BARBACENA;ALFREDO VASCONCELOS
MG;SRE BARBACENA;ALTO RIO DOCE
MG;SRE BARBACENA;ANDRELÂNDIA
MG;SRE BARBACENA;ANTÔNIO CARLOS
MG;SRE BARBACENA;ARACITABA
MG;SRE BARBACENA;BARBACENA
MG;SRE BARBACENA;BARROSO
MG;SRE BARBACENA;BIAS FORTES
MG;SRE BARBACENA;CAPELA NOVA
MG;SRE BARBACENA;CARANDAÍ
MG;SRE BARBACENA;CIPOTÂNEA
MG;SRE BARBACENA;DESTERRO DO MELO
MG;SRE BARBACENA;IBERTIOGA
MG;SRE BARBACENA;MADRE DE DEUS DE MINAS
MG;SRE BARBACENA;MERCÊS
MG;SRE BARBACENA;OLIVEIRA FORTES
MG;SRE BARBACENA;PAIVA
MG;SRE BARBACENA;PIEDADE DO RIO GRANDE
MG;SRE BARBACENA;RESSAQUINHA
MG;SRE BARBACENA;SANTA BÁRBARA DO TUGÚRIO
MG;SRE BARBACENA;SANTA RITA DE IBITIPOCA
MG;SRE BARBACENA;SANTANA DO GARAMBÉU
MG;SRE BARBACENA;SÃO VICENTE DE MINAS
MG;SRE BARBACENA;SENHORA DOS REMÉDIOS
MG;SRE CAMPO BELO;AGUANIL
MG;SRE CAMPO BELO;CAMACHO
MG;SRE CAMPO BELO;CAMPO BELO
MG;SRE CAMPO BELO;CANA VERDE
MG;SRE CAMPO BELO;CANDEIAS
MG;SRE CAMPO BELO;CRISTAIS
MG;SRE CAMPO BELO;LAVRAS
MG;SRE CAMPO BELO;PERDÕES
MG;SRE CAMPO BELO;RIBEIRÃO VERMELHO
MG;SRE CAMPO BELO;SANTANA DO JACARÉ
MG;SRE CAMPO BELO;SANTO ANTÔNIO DO AMPARO
MG;SRE CAMPO BELO;SÃO FRANCISCO DE PAULA
MG;SRE CARANGOLA;ALTO CAPARAÓ
MG;SRE CARANGOLA;CAIANA
MG;SRE CARANGOLA;CAPARAÓ
MG;SRE CARANGOLA;CARANGOLA
MG;SRE CARANGOLA;DIVINO
MG;SRE CARANGOLA;ESPERA FELIZ
MG;SRE CARANGOLA;FARIA LEMOS
MG;SRE CARANGOLA;FERVEDOURO
MG;SRE CARANGOLA;ORIZÂNIA
MG;SRE CARANGOLA;PEDRA DOURADA
MG;SRE CARANGOLA;TOMBOS
MG;SRE CARATINGA;ALVARENGA
MG;SRE CARATINGA;BOM JESUS DO GALHO
MG;SRE CARATINGA;BUGRE
MG;SRE CARATINGA;CARATINGA
MG;SRE CARATINGA;CÓRREGO NOVO
MG;SRE CARATINGA;DOM CAVATI
MG;SRE CARATINGA;ENTRE FOLHAS
MG;SRE CARATINGA;IAPU
MG;SRE CARATINGA;IMBÉ DE MINAS
MG;SRE CARATINGA;INHAPIM
MG;SRE CARATINGA;IPABA
MG;SRE CARATINGA;IPANEMA
MG;SRE CARATINGA;PIEDADE DE CARATINGA
MG;SRE CARATINGA;PINGO-D'ÁGUA
MG;SRE CARATINGA;POCRANE
MG;SRE CARATINGA;SANTA BÁRBARA DO LESTE
MG;SRE CARATINGA;SANTA RITA DE MINAS
MG;SRE CARATINGA;SÃO DOMINGOS DAS DORES
MG;SRE CARATINGA;SÃO JOÃO DO ORIENTE
MG;SRE CARATINGA;SÃO SEBASTIÃO DO ANTA
MG;SRE CARATINGA;TAPARUBA
MG;SRE CARATINGA;TARUMIRIM
MG;SRE CARATINGA;UBAPORANGA
MG;SRE CARATINGA;VARGEM ALEGRE
MG;SRE CAXAMBU;AIURUOCA
MG;SRE CAXAMBU;ALAGOA
MG;SRE CAXAMBU;BAEPENDI
MG;SRE CAXAMBU;BOCAINA DE MINAS
MG;SRE CAXAMBU;CARVALHOS
MG;SRE CAXAMBU;CAXAMBU
MG;SRE CAXAMBU;CONCEIÇÃO DO RIO VERDE
MG;SRE CAXAMBU;CRUZÍLIA
MG;SRE CAXAMBU;ITAMONTE
MG;SRE CAXAMBU;ITANHANDU
MG;SRE CAXAMBU;JESUÂNIA
MG;SRE CAXAMBU;LIBERDADE
MG;SRE CAXAMBU;MINDURI
MG;SRE CAXAMBU;OLÍMPIO NORONHA
MG;SRE CAXAMBU;PASSA QUATRO
MG;SRE CAXAMBU;PASSA-VINTE
MG;SRE CAXAMBU;POUSO ALTO
MG;SRE CAXAMBU;SÃO LOURENÇO
MG;SRE CAXAMBU;SÃO SEBASTIÃO DO RIO VERDE
MG;SRE CAXAMBU;SÃO THOMÉ DAS LETRAS
MG;SRE CAXAMBU;SERITINGA
MG;SRE CAXAMBU;SERRANOS
MG;SRE CAXAMBU;SOLEDADE DE MINAS
MG;SRE CONSELHEIRO LAFAIETE;CARANAÍBA
MG;SRE CONSELHEIRO LAFAIETE;CASA GRANDE
MG;SRE CONSELHEIRO LAFAIETE;CATAS ALTAS DA NORUEGA
MG;SRE CONSELHEIRO LAFAIETE;CONGONHAS
MG;SRE CONSELHEIRO LAFAIETE;CONSELHEIRO LAFAIETE
MG;SRE CONSELHEIRO LAFAIETE;CRISTIANO OTONI
MG;SRE CONSELHEIRO LAFAIETE;DESTERRO DE ENTRE RIOS
MG;SRE CONSELHEIRO LAFAIETE;ENTRE RIOS DE MINAS
MG;SRE CONSELHEIRO LAFAIETE;ITAVERAVA
MG;SRE CONSELHEIRO LAFAIETE;JECEABA
MG;SRE CONSELHEIRO LAFAIETE;LAMIM
MG;SRE CONSELHEIRO LAFAIETE;OURO BRANCO
MG;SRE CONSELHEIRO LAFAIETE;PIRANGA
MG;SRE CONSELHEIRO LAFAIETE;QUELUZITO
MG;SRE CONSELHEIRO LAFAIETE;RIO ESPERA
MG;SRE CONSELHEIRO LAFAIETE;SANTANA DOS MONTES
MG;SRE CONSELHEIRO LAFAIETE;SÃO BRÁS DO SUAÇUÍ
MG;SRE CONSELHEIRO LAFAIETE;SENHORA DE OLIVEIRA
MG;SRE CORONEL FABRICIANO;ANTÔNIO DIAS
MG;SRE CORONEL FABRICIANO;BELO ORIENTE
MG;SRE CORONEL FABRICIANO;BRAÚNAS
MG;SRE CORONEL FABRICIANO;CORONEL FABRICIANO
MG;SRE CORONEL FABRICIANO;IPATINGA
MG;SRE CORONEL FABRICIANO;JAGUARAÇU
MG;SRE CORONEL FABRICIANO;JOANÉSIA
MG;SRE CORONEL FABRICIANO;MARLIÉRIA
MG;SRE CORONEL FABRICIANO;MESQUITA
MG;SRE CORONEL FABRICIANO;SANTANA DO PARAÍSO
MG;SRE CORONEL FABRICIANO;TIMÓTEO
MG;SRE CURVELO;AUGUSTO DE LIMA
MG;SRE CURVELO;BUENÓPOLIS
MG;SRE CURVELO;CORINTO
MG;SRE CURVELO;CURVELO
MG;SRE CURVELO;FELIXLÂNDIA
MG;SRE CURVELO;INIMUTABA
MG;SRE CURVELO;JOAQUIM FELÍCIO
MG;SRE CURVELO;LASSANCE
MG;SRE CURVELO;MORRO DA GARÇA
MG;SRE CURVELO;PRESIDENTE JUSCELINO
MG;SRE CURVELO;SANTO HIPÓLITO
MG;SRE CURVELO;TRÊS MARIAS
MG;SRE DIAMANTINA;ALVORADA DE MINAS
MG;SRE DIAMANTINA;ANGELÂNDIA
MG;SRE DIAMANTINA;ARICANDUVA
MG;SRE DIAMANTINA;CAPELINHA
MG;SRE DIAMANTINA;CARBONITA
MG;SRE DIAMANTINA;CONCEIÇÃO DO MATO DENTRO
MG;SRE DIAMANTINA;CONGONHAS DO NORTE
MG;SRE DIAMANTINA;COUTO DE MAGALHÃES DE MINAS
MG;SRE DIAMANTINA;DATAS
MG;SRE DIAMANTINA;DIAMANTINA
MG;SRE DIAMANTINA;FELÍCIO DOS SANTOS
MG;SRE DIAMANTINA;GOUVEIA
MG;SRE DIAMANTINA;ITAMARANDIBA
MG;SRE DIAMANTINA;LEME DO PRADO
MG;SRE DIAMANTINA;MINAS NOVAS
MG;SRE DIAMANTINA;MONJOLOS
MG;SRE DIAMANTINA;PRESIDENTE KUBITSCHEK
MG;SRE DIAMANTINA;RIO VERMELHO
MG;SRE DIAMANTINA;SANTO ANTÔNIO DO ITAMBÉ
MG;SRE DIAMANTINA;SÃO GONÇALO DO RIO PRETO
MG;SRE DIAMANTINA;SENADOR MODESTINO GONÇALVES
MG;SRE DIAMANTINA;SERRA AZUL DE MINAS
MG;SRE DIAMANTINA;SERRO
MG;SRE DIAMANTINA;TURMALINA
MG;SRE DIAMANTINA;VEREDINHA
MG;SRE DIVINÓPOLIS;ARAÚJOS
MG;SRE DIVINÓPOLIS;ARCOS
MG;SRE DIVINÓPOLIS;BAMBUÍ
MG;SRE DIVINÓPOLIS;CARMO DA MATA
MG;SRE DIVINÓPOLIS;CARMO DO CAJURU
MG;SRE DIVINÓPOLIS;CARMÓPOLIS DE MINAS
MG;SRE DIVINÓPOLIS;CLÁUDIO
MG;SRE DIVINÓPOLIS;CÓRREGO DANTA
MG;SRE DIVINÓPOLIS;DIVINÓPOLIS
MG;SRE DIVINÓPOLIS;IGUATAMA
MG;SRE DIVINÓPOLIS;ITAGUARA
MG;SRE DIVINÓPOLIS;ITAPECERICA
MG;SRE DIVINÓPOLIS;ITATIAIUÇU
MG;SRE DIVINÓPOLIS;ITAÚNA
MG;SRE DIVINÓPOLIS;JAPARAÍBA
MG;SRE DIVINÓPOLIS;LAGOA DA PRATA
MG;SRE DIVINÓPOLIS;LUZ
MG;SRE DIVINÓPOLIS;MEDEIROS
MG;SRE DIVINÓPOLIS;MOEMA
MG;SRE DIVINÓPOLIS;NOVA SERRANA
MG;SRE DIVINÓPOLIS;OLIVEIRA
MG;SRE DIVINÓPOLIS;PAINS
MG;SRE DIVINÓPOLIS;PASSA TEMPO
MG;SRE DIVINÓPOLIS;PEDRA DO INDAIÁ
MG;SRE DIVINÓPOLIS;PERDIGÃO
MG;SRE DIVINÓPOLIS;PIRACEMA
MG;SRE DIVINÓPOLIS;SANTO ANTÔNIO DO MONTE
MG;SRE DIVINÓPOLIS;SÃO GONÇALO DO PARÁ
MG;SRE DIVINÓPOLIS;SÃO SEBASTIÃO DO OESTE
MG;SRE DIVINÓPOLIS;TAPIRAÍ
MG;SRE GOVERNADOR VALADARES;AÇUCENA
MG;SRE GOVERNADOR VALADARES;AIMORÉS
MG;SRE GOVERNADOR VALADARES;ALPERCATA
MG;SRE GOVERNADOR VALADARES;CAPITÃO ANDRADE
MG;SRE GOVERNADOR VALADARES;CENTRAL DE MINAS
MG;SRE GOVERNADOR VALADARES;CONSELHEIRO PENA
MG;SRE GOVERNADOR VALADARES;COROACI
MG;SRE GOVERNADOR VALADARES;CUPARAQUE
MG;SRE GOVERNADOR VALADARES;DIVINO DAS LARANJEIRAS
MG;SRE GOVERNADOR VALADARES;ENGENHEIRO CALDAS
MG;SRE GOVERNADOR VALADARES;FERNANDES TOURINHO
MG;SRE GOVERNADOR VALADARES;FREI INOCÊNCIO
MG;SRE GOVERNADOR VALADARES;GALILÉIA
MG;SRE GOVERNADOR VALADARES;GOIABEIRA
MG;SRE GOVERNADOR VALADARES;GOVERNADOR VALADARES
MG;SRE GOVERNADOR VALADARES;ITABIRINHA
MG;SRE GOVERNADOR VALADARES;ITANHOMI
MG;SRE GOVERNADOR VALADARES;ITUETA
MG;SRE GOVERNADOR VALADARES;MANTENA
MG;SRE GOVERNADOR VALADARES;MARILAC
MG;SRE GOVERNADOR VALADARES;MATHIAS LOBATO
MG;SRE GOVERNADOR VALADARES;MENDES PIMENTEL
MG;SRE GOVERNADOR VALADARES;NACIP RAYDAN
MG;SRE GOVERNADOR VALADARES;NAQUE
MG;SRE GOVERNADOR VALADARES;NOVA BELÉM
MG;SRE GOVERNADOR VALADARES;NOVA MÓDICA
MG;SRE GOVERNADOR VALADARES;PERIQUITO
MG;SRE GOVERNADOR VALADARES;RESPLENDOR
MG;SRE GOVERNADOR VALADARES;SANTA EFIGÊNIA DE MINAS
MG;SRE GOVERNADOR VALADARES;SANTA RITA DO ITUETO
MG;SRE GOVERNADOR VALADARES;SÃO FÉLIX DE MINAS
MG;SRE GOVERNADOR VALADARES;SÃO GERALDO DA PIEDADE
MG;SRE GOVERNADOR VALADARES;SÃO GERALDO DO BAIXIO
MG;SRE GOVERNADOR VALADARES;SÃO JOÃO DO MANTENINHA
MG;SRE GOVERNADOR VALADARES;SÃO JOSÉ DA SAFIRA
MG;SRE GOVERNADOR VALADARES;SÃO JOSÉ DO DIVINO
MG;SRE GOVERNADOR VALADARES;SARDOÁ
MG;SRE GOVERNADOR VALADARES;SOBRÁLIA
MG;SRE GOVERNADOR VALADARES;TUMIRITINGA
MG;SRE GOVERNADOR VALADARES;VIRGOLÂNDIA
MG;SRE GUANHÃES;ÁGUA BOA
MG;SRE GUANHÃES;CANTAGALO
MG;SRE GUANHÃES;CARMÉSIA
MG;SRE GUANHÃES;COLUNA
MG;SRE GUANHÃES;DIVINOLÂNDIA DE MINAS
MG;SRE GUANHÃES;DOM JOAQUIM
MG;SRE GUANHÃES;DORES DE GUANHÃES
MG;SRE GUANHÃES;FREI LAGONEGRO
MG;SRE GUANHÃES;GONZAGA
MG;SRE GUANHÃES;GUANHÃES
MG;SRE GUANHÃES;JOSÉ RAYDAN
