estado_padronizado,municipio_padronizado,UF_CAMPUS,co_uf,no_uf,co_municipio,no_municipio,NOME_CURSO_AJ_2,abaixo_550_abaixo_650,acima_550_abaixo_650,acima_550_acima_650
PERNAMBUCO,CARUARU,PE,26,Pernambuco,2604106,Caruaru,pedagogia,799,314,56
PERNAMBUCO,CARUARU,PE,26,Pernambuco,2604106,Caruaru,quimica,158,171,38
PERNAMBUCO,FLORESTA,PE,26,Pernambuco,2605707,Floresta,quimica,71,9,1
PERNAMBUCO,GARANHUNS,PE,26,Pernambuco,2606002,Garanhuns,biologia,132,108,9
PERNAMBUCO,GARANHUNS,PE,26,Pernambuco,2606002,Garanhuns,geografia,133,91,
PERNAMBUCO,GARANHUNS,PE,26,Pernambuco,2606002,Garanhuns,historia,141,118,6
PERNAMBUCO,GARANHUNS,PE,26,Pernambuco,2606002,Garanhuns,linguaportuguesa,398,319,55
PERNAMBUCO,GARANHUNS,PE,26,Pernambuco,2606002,Garanhuns,matematica,79,105,16
PERNAMBUCO,GARANHUNS,PE,26,Pernambuco,2606002,Garanhuns,pedagogia,703,388,30
PERNAMBUCO,NAZARE DA MATA,PE,26,Pernambuco,2609501,Nazaré da Mata,biologia,236,147,3
PERNAMBUCO,NAZARE DA MATA,PE,26,Pernambuco,2609501,Nazaré da Mata,geografia,179,73,1
PERNAMBUCO,NAZARE DA MATA,PE,26,Pernambuco,2609501,Nazaré da Mata,historia,146,98,4
PERNAMBUCO,NAZARE DA MATA,PE,26,Pernambuco,2609501,Nazaré da Mata,linguaportuguesa,155,144,12
PERNAMBUCO,NAZARE DA MATA,PE,26,Pernambuco,2609501,Nazaré da Mata,matematica,84,121,5
PERNAMBUCO,NAZARE DA MATA,PE,26,Pernambuco,2609501,Nazaré da Mata,pedagogia,313,105,3
PERNAMBUCO,OURICURI,PE,26,Pernambuco,2609907,Ouricuri,matematica,51,39,3
PERNAMBUCO,PESQUEIRA,PE,26,Pernambuco,2610905,Pesqueira,fisica,78,23,
PERNAMBUCO,PESQUEIRA,PE,26,Pernambuco,2610905,Pesqueira,matematica,76,45,3
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,biologia,394,288,61
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,educacaofisica,671,339,63
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,fisica,65,40,4
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,geografia,131,51,1
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,historia,168,124,7
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,linguaportuguesa,172,162,11
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,matematica,70,68,14
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,pedagogia,374,131,
PERNAMBUCO,PETROLINA,PE,26,Pernambuco,2611101,Petrolina,quimica,101,28,4
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,artes,147,281,167
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,biologia,1491,1437,289
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,educacaofisica,2873,1838,94
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,filosofia,190,187,13
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,fisica,83,151,83
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,geografia,332,513,53
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,historia,344,545,215
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,linguaportuguesa,758,917,213
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,matematica,230,406,159
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,pedagogia,1913,1266,83
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,quimica,297,336,30
PERNAMBUCO,RECIFE,PE,26,Pernambuco,2611606,Recife,sociologia,359,549,108
PERNAMBUCO,SALGUEIRO,PE,26,Pernambuco,2612208,Salgueiro,fisica,57,18,1
PERNAMBUCO,SERRA TALHADA,PE,26,Pernambuco,2613909,Serra Talhada,biologia,133,107,18
PERNAMBUCO,SERRA TALHADA,PE,26,Pernambuco,2613909,Serra Talhada,fisica,68,29,4
PERNAMBUCO,SERRA TALHADA,PE,26,Pernambuco,2613909,Serra Talhada,linguaportuguesa,227,159,25
PERNAMBUCO,SERRA TALHADA,PE,26,Pernambuco,2613909,Serra Talhada,quimica,107,58,8
PERNAMBUCO,VITORIA DE SANTO ANTAO,PE,26,Pernambuco,2616407,Vitória de Santo Antão,biologia,115,213,74
PERNAMBUCO,VITORIA DE SANTO ANTAO,PE,26,Pernambuco,2616407,Vitória de Santo Antão,educacaofisica,359,448,61
PIAUI,BOM JESUS,PI,22,Piauí,2201903,Bom Jesus,biologia,189,33,
PIAUI,CAMPO MAIOR,PI,22,Piauí,2202208,Campo Maior,geografia,236,42,1
PIAUI,CAMPO MAIOR,PI,22,Piauí,2202208,Campo Maior,historia,263,62,1
PIAUI,CORRENTE,PI,22,Piauí,2202901,Corrente,biologia,225,22,
PIAUI,CORRENTE,PI,22,Piauí,2202901,Corrente,pedagogia,248,23,1
PIAUI,FLORIANO,PI,22,Piauí,2203909,Floriano,biologia,254,68,1
PIAUI,FLORIANO,PI,22,Piauí,2203909,Floriano,educacaofisica,540,57,
PIAUI,FLORIANO,PI,22,Piauí,2203909,Floriano,linguaportuguesa,340,46,1
PIAUI,FLORIANO,PI,22,Piauí,2203909,Floriano,pedagogia,389,55,
PIAUI,OEIRAS,PI,22,Piauí,2207009,Oeiras,historia,204,26,
PIAUI,OEIRAS,PI,22,Piauí,2207009,Oeiras,linguaportuguesa,194,23,1
PIAUI,OEIRAS,PI,22,Piauí,2207009,Oeiras,matematica,106,21,1
PIAUI,PARNAIBA,PI,22,Piauí,2207702,Parnaíba,biologia,586,182,6
PIAUI,PARNAIBA,PI,22,Piauí,2207702,Parnaíba,filosofia,217,35,1
PIAUI,PARNAIBA,PI,22,Piauí,2207702,Parnaíba,historia,285,119,6
PIAUI,PARNAIBA,PI,22,Piauí,2207702,Parnaíba,linguaportuguesa,194,90,5
PIAUI,PARNAIBA,PI,22,Piauí,2207702,Parnaíba,matematica,118,89,9
PIAUI,PARNAIBA,PI,22,Piauí,2207702,Parnaíba,pedagogia,853,232,2
PIAUI,PARNAIBA,PI,22,Piauí,2207702,Parnaíba,sociologia,188,40,
PIAUI,PICOS,PI,22,Piauí,2208007,Picos,biologia,481,71,2
PIAUI,PICOS,PI,22,Piauí,2208007,Picos,educacaofisica,359,65,3
PIAUI,PICOS,PI,22,Piauí,2208007,Picos,historia,163,72,
PIAUI,PICOS,PI,22,Piauí,2208007,Picos,linguaportuguesa,204,52,1
PIAUI,PICOS,PI,22,Piauí,2208007,Picos,matematica,91,78,3
PIAUI,PICOS,PI,22,Piauí,2208007,Picos,pedagogia,519,92,
PIAUI,PIRIPIRI,PI,22,Piauí,2208403,Piripiri,pedagogia,415,129,1
PIAUI,SAO RAIMUNDO NONATO,PI,22,Piauí,2210607,São Raimundo Nonato,biologia,108,14,
PIAUI,SAO RAIMUNDO NONATO,PI,22,Piauí,2210607,São Raimundo Nonato,historia,110,28,1
PIAUI,SAO RAIMUNDO NONATO,PI,22,Piauí,2210607,São Raimundo Nonato,pedagogia,173,23,
PIAUI,SAO RAIMUNDO NONATO,PI,22,Piauí,2210607,São Raimundo Nonato,quimica,95,28,
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,biologia,721,464,26
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,educacaofisica,1528,490,20
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,filosofia,165,77,3
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,fisica,372,198,21
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,geografia,632,233,3
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,historia,339,307,22
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,linguaportuguesa,1093,717,41
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,matematica,360,355,55
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,pedagogia,1672,539,9
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,quimica,307,229,14
PIAUI,TERESINA,PI,22,Piauí,2211001,Teresina,sociologia,443,166,10
PARANA,APUCARANA,PR,41,Paraná,4101408,Apucarana,linguaportuguesa,52,39,
PARANA,APUCARANA,PR,41,Paraná,4101408,Apucarana,matematica,16,7,1
PARANA,APUCARANA,PR,41,Paraná,4101408,Apucarana,pedagogia,97,28,
PARANA,APUCARANA,PR,41,Paraná,4101408,Apucarana,quimica,34,10,2
PARANA,BANDEIRANTES,PR,41,Paraná,4102406,Bandeirantes,biologia,54,31,4
PARANA,CAMPO MOURAO,PR,41,Paraná,4104303,Campo Mourão,geografia,13,5,
PARANA,CAMPO MOURAO,PR,41,Paraná,4104303,Campo Mourão,historia,24,20,2
PARANA,CAMPO MOURAO,PR,41,Paraná,4104303,Campo Mourão,linguaportuguesa,25,21,1
PARANA,CAMPO MOURAO,PR,41,Paraná,4104303,Campo Mourão,matematica,9,8,1
PARANA,CAMPO MOURAO,PR,41,Paraná,4104303,Campo Mourão,pedagogia,69,24,
PARANA,CAMPO MOURAO,PR,41,Paraná,4104303,Campo Mourão,quimica,21,9,1
PARANA,CASCAVEL,PR,41,Paraná,4104808,Cascavel,biologia,42,99,24
PARANA,CASCAVEL,PR,41,Paraná,4104808,Cascavel,linguaportuguesa,39,50,4
PARANA,CASCAVEL,PR,41,Paraná,4104808,Cascavel,matematica,12,30,3
PARANA,CASCAVEL,PR,41,Paraná,4104808,Cascavel,pedagogia,104,52,6
PARANA,CHOPINZINHO,PR,41,Paraná,4105409,Chopinzinho,pedagogia,21,3,
PARANA,CIANORTE,PR,41,Paraná,4105508,Cianorte,pedagogia,16,14,
PARANA,CLEVELANDIA,PR,41,Paraná,4105706,Clevelândia,pedagogia,12,3,
PARANA,CORNELIO PROCOPIO,PR,41,Paraná,4106407,Cornélio Procópio,biologia,43,25,2
PARANA,CORNELIO PROCOPIO,PR,41,Paraná,4106407,Cornélio Procópio,geografia,28,14,1
PARANA,CORNELIO PROCOPIO,PR,41,Paraná,4106407,Cornélio Procópio,linguaportuguesa,25,13,
PARANA,CORNELIO PROCOPIO,PR,41,Paraná,4106407,Cornélio Procópio,matematica,70,23,3
PARANA,CORNELIO PROCOPIO,PR,41,Paraná,4106407,Cornélio Procópio,pedagogia,114,25,
PARANA,CORONEL VIVIDA,PR,41,Paraná,4106506,Coronel Vivida,historia,11,5,
PARANA,CORONEL VIVIDA,PR,41,Paraná,4106506,Coronel Vivida,pedagogia,3,4,
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,artes,208,475,94
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,biologia,302,383,106
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,educacaofisica,615,533,82
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,filosofia,52,101,28
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,fisica,96,196,55
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,geografia,46,68,18
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,historia,66,128,35
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,linguaportuguesa,254,479,101
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,matematica,85,149,46
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,pedagogia,397,305,31
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,quimica,97,175,64
PARANA,CURITIBA,PR,41,Paraná,4106902,Curitiba,sociologia,57,104,39
PARANA,DOIS VIZINHOS,PR,41,Paraná,4107207,Dois Vizinhos,biologia,37,30,4
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,biologia,65,63,9
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,filosofia,21,18,1
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,geografia,39,15,1
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,historia,26,36,4
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,linguaportuguesa,71,66,11
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,matematica,31,17,2
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,pedagogia,74,33,3
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,quimica,20,12,1
PARANA,FOZ DO IGUACU,PR,41,Paraná,4108304,Foz do Iguaçu,sociologia,28,49,8
PARANA,FRANCISCO BELTRAO,PR,41,Paraná,4108403,Francisco Beltrão,geografia,18,19,3
PARANA,FRANCISCO BELTRAO,PR,41,Paraná,4108403,Francisco Beltrão,pedagogia,79,40,3
PARANA,GOIOERE,PR,41,Paraná,4108601,Goioerê,fisica,7,2,1
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,biologia,60,47,
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,educacaofisica,70,35,1
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,filosofia,31,5,
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,fisica,7,5,
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,geografia,27,5,
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,historia,32,26,2
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,linguaportuguesa,55,23,2
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,matematica,18,9,2
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,pedagogia,98,20,1
PARANA,GUARAPUAVA,PR,41,Paraná,4109401,Guarapuava,quimica,26,19,1
PARANA,IRATI,PR,41,Paraná,4110706,Irati,educacaofisica,43,19,
PARANA,IRATI,PR,41,Paraná,4110706,Irati,geografia,24,2,
PARANA,IRATI,PR,41,Paraná,4110706,Irati,historia,16,17,
PARANA,IRATI,PR,41,Paraná,4110706,Irati,linguaportuguesa,17,13,
PARANA,IRATI,PR,41,Paraná,4110706,Irati,matematica,15,3,
PARANA,IRATI,PR,41,Paraná,4110706,Irati,pedagogia,39,9,
PARANA,IVAIPORA,PR,41,Paraná,4111506,Ivaiporã,educacaofisica,15,16,2
PARANA,IVAIPORA,PR,41,Paraná,4111506,Ivaiporã,historia,7,12,1
PARANA,JACAREZINHO,PR,41,Paraná,4111803,Jacarezinho,biologia,45,24,1
PARANA,JACAREZINHO,PR,41,Paraná,4111803,Jacarezinho,educacaofisica,109,49,2
PARANA,JACAREZINHO,PR,41,Paraná,4111803,Jacarezinho,filosofia,15,11,1
PARANA,JACAREZINHO,PR,41,Paraná,4111803,Jacarezinho,historia,42,36,5
PARANA,JACAREZINHO,PR,41,Paraná,4111803,Jacarezinho,linguaportuguesa,43,35,6
PARANA,JACAREZINHO,PR,41,Paraná,4111803,Jacarezinho,matematica,4,17,5
PARANA,JACAREZINHO,PR,41,Paraná,4111803,Jacarezinho,pedagogia,24,32,3
PARANA,LARANJEIRAS DO SUL,PR,41,Paraná,4113304,Laranjeiras do Sul,biologia,23,10,
PARANA,LARANJEIRAS DO SUL,PR,41,Paraná,4113304,Laranjeiras do Sul,pedagogia,57,11,
PARANA,LARANJEIRAS DO SUL,PR,41,Paraná,4113304,Laranjeiras do Sul,sociologia,25,13,1
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,artes,44,61,13
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,biologia,27,76,31
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,educacaofisica,263,218,24
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,filosofia,8,21,4
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,fisica,9,26,12
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,geografia,26,50,10
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,historia,58,116,30
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,linguaportuguesa,73,109,26
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,matematica,8,38,18
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,pedagogia,214,218,23
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,quimica,111,99,19
PARANA,LONDRINA,PR,41,Paraná,4113700,Londrina,sociologia,63,124,40
PARANA,MARECHAL CANDIDO RONDON,PR,41,Paraná,4114609,Marechal Cândido Rondon,educacaofisica,75,50,4
PARANA,MARECHAL CANDIDO RONDON,PR,41,Paraná,4114609,Marechal Cândido Rondon,geografia,2,2,
PARANA,MARECHAL CANDIDO RONDON,PR,41,Paraná,4114609,Marechal Cândido Rondon,historia,19,16,1
PARANA,MARECHAL CANDIDO RONDON,PR,41,Paraná,4114609,Marechal Cândido Rondon,linguaportuguesa,13,25,5
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,artes,47,72,22
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,biologia,11,68,39
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,educacaofisica,268,113,7
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,filosofia,39,55,6
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,fisica,16,24,9
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,geografia,47,56,3
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,historia,32,94,28
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,linguaportuguesa,94,97,23
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,matematica,9,56,19
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,pedagogia,199,84,9
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,quimica,27,52,32
PARANA,MARINGA,PR,41,Paraná,4115200,Maringá,sociologia,14,60,12
PARANA,MATINHOS,PR,41,Paraná,4115705,Matinhos,artes,28,26,3
PARANA,MATINHOS,PR,41,Paraná,4115705,Matinhos,ciencias,15,13,
PARANA,MATINHOS,PR,41,Paraná,4115705,Matinhos,educacaofisica,42,21,5
PARANA,MATINHOS,PR,41,Paraná,4115705,Matinhos,geografia,15,8,1
PARANA,MEDIANEIRA,PR,41,Paraná,4115804,Medianeira,quimica,14,5,
PARANA,PALOTINA,PR,41,Paraná,4117909,Palotina,biologia,18,26,14
PARANA,PARANAGUA,PR,41,Paraná,4118204,Paranaguá,biologia,56,54,4
PARANA,PARANAGUA,PR,41,Paraná,4118204,Paranaguá,historia,10,14,
PARANA,PARANAGUA,PR,41,Paraná,4118204,Paranaguá,linguaportuguesa,42,16,
PARANA,PARANAGUA,PR,41,Paraná,4118204,Paranaguá,matematica,10,4,
PARANA,PARANAGUA,PR,41,Paraná,4118204,Paranaguá,pedagogia,94,21,
PARANA,PARANAVAI,PR,41,Paraná,4118402,Paranavaí,biologia,37,29,
PARANA,PARANAVAI,PR,41,Paraná,4118402,Paranavaí,educacaofisica,35,21,1
PARANA,PARANAVAI,PR,41,Paraná,4118402,Paranavaí,geografia,8,3,
PARANA,PARANAVAI,PR,41,Paraná,4118402,Paranavaí,historia,15,11,
PARANA,PARANAVAI,PR,41,Paraná,4118402,Paranavaí,linguaportuguesa,18,16,
PARANA,PARANAVAI,PR,41,Paraná,4118402,Paranavaí,matematica,7,4,2
PARANA,PARANAVAI,PR,41,Paraná,4118402,Paranavaí,pedagogia,60,16,1
PARANA,PATO BRANCO,PR,41,Paraná,4118501,Pato Branco,linguaportuguesa,48,48,5
PARANA,PATO BRANCO,PR,41,Paraná,4118501,Pato Branco,matematica,30,25,6
PARANA,PATO BRANCO,PR,41,Paraná,4118501,Pato Branco,quimica,19,18,1
PARANA,PONTA GROSSA,PR,41,Paraná,4119905,Ponta Grossa,biologia,96,58,2
PARANA,PRUDENTOPOLIS,PR,41,Paraná,4120606,Prudentópolis,pedagogia,21,1,
PARANA,REALEZA,PR,41,Paraná,4121406,Realeza,biologia,29,21,
PARANA,REALEZA,PR,41,Paraná,4121406,Realeza,fisica,2,1,2
PARANA,REALEZA,PR,41,Paraná,4121406,Realeza,linguaportuguesa,21,13,1
PARANA,REALEZA,PR,41,Paraná,4121406,Realeza,quimica,13,3,1
PARANA,SANTA HELENA,PR,41,Paraná,4123501,Santa Helena,biologia,19,15,
PARANA,TOLEDO,PR,41,Paraná,4127700,Toledo,filosofia,25,15,2
PARANA,TOLEDO,PR,41,Paraná,4127700,Toledo,matematica,19,19,3
PARANA,TOLEDO,PR,41,Paraná,4127700,Toledo,quimica,18,30,5
PARANA,TOLEDO,PR,41,Paraná,4127700,Toledo,sociologia,17,30,
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,biologia,16,26,1
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,filosofia,6,7,1
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,geografia,13,9,
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,historia,9,17,
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,linguaportuguesa,30,16,1
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,matematica,8,13,
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,pedagogia,26,15,
PARANA,UNIAO DA VITORIA,PR,41,Paraná,4128203,União da Vitória,quimica,8,10,
RIO DE JANEIRO,ANGRA DOS REIS,RJ,33,Rio de Janeiro,3300100,Angra dos Reis,geografia,81,44,
RIO DE JANEIRO,ANGRA DOS REIS,RJ,33,Rio de Janeiro,3300100,Angra dos Reis,pedagogia,125,74,6
RIO DE JANEIRO,CABO FRIO,RJ,33,Rio de Janeiro,3300704,Cabo Frio,biologia,114,92,20
RIO DE JANEIRO,CABO FRIO,RJ,33,Rio de Janeiro,3300704,Cabo Frio,fisica,13,25,2
RIO DE JANEIRO,CABO FRIO,RJ,33,Rio de Janeiro,3300704,Cabo Frio,quimica,28,47,3
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,biologia,203,340,54
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,educacaofisica,257,89,4
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,fisica,,5,5
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,geografia,157,154,10
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,historia,96,156,70
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,linguaportuguesa,69,81,12
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,matematica,48,55,7
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,pedagogia,352,161,4
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,quimica,57,57,6
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,RJ,33,Rio de Janeiro,3301009,Campos dos Goytacazes,sociologia,103,187,22
RIO DE JANEIRO,DUQUE DE CAXIAS,RJ,33,Rio de Janeiro,3301702,Duque de Caxias,biologia,199,166,91
RIO DE JANEIRO,DUQUE DE CAXIAS,RJ,33,Rio de Janeiro,3301702,Duque de Caxias,quimica,160,103,3
RIO DE JANEIRO,ITAPERUNA,RJ,33,Rio de Janeiro,3302205,Itaperuna,quimica,24,19,3
RIO DE JANEIRO,MACAE,RJ,33,Rio de Janeiro,3302403,Macaé,biologia,100,154,113
RIO DE JANEIRO,MACAE,RJ,33,Rio de Janeiro,3302403,Macaé,historia,104,97,16
RIO DE JANEIRO,MACAE,RJ,33,Rio de Janeiro,3302403,Macaé,quimica,28,60,23
RIO DE JANEIRO,NILOPOLIS,RJ,33,Rio de Janeiro,3303203,Nilópolis,fisica,85,88,8
RIO DE JANEIRO,NILOPOLIS,RJ,33,Rio de Janeiro,3303203,Nilópolis,matematica,90,95,4
RIO DE JANEIRO,NILOPOLIS,RJ,33,Rio de Janeiro,3303203,Nilópolis,quimica,171,183,11
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,artes,160,170,69
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,biologia,308,366,133
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,educacaofisica,528,385,34
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,filosofia,123,167,46
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,fisica,13,114,122
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,geografia,136,186,45
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,historia,362,450,184
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,linguaportuguesa,105,420,164
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,matematica,101,199,108
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,pedagogia,490,411,95
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,quimica,86,112,45
RIO DE JANEIRO,NITEROI,RJ,33,Rio de Janeiro,3303302,Niterói,sociologia,124,346,158
RIO DE JANEIRO,NOVA FRIBURGO,RJ,33,Rio de Janeiro,3303401,Nova Friburgo,fisica,4,38,8
RIO DE JANEIRO,NOVA IGUACU,RJ,33,Rio de Janeiro,3303500,Nova Iguaçu,historia,216,197,70
RIO DE JANEIRO,NOVA IGUACU,RJ,33,Rio de Janeiro,3303500,Nova Iguaçu,linguaportuguesa,219,232,58
RIO DE JANEIRO,NOVA IGUACU,RJ,33,Rio de Janeiro,3303500,Nova Iguaçu,pedagogia,507,297,51
RIO DE JANEIRO,PARACAMBI,RJ,33,Rio de Janeiro,3303609,Paracambi,matematica,95,40,
RIO DE JANEIRO,PETROPOLIS,RJ,33,Rio de Janeiro,3303906,Petrópolis,fisica,15,26,5
RIO DE JANEIRO,PETROPOLIS,RJ,33,Rio de Janeiro,3303906,Petrópolis,matematica,11,36,3
RIO DE JANEIRO,PINHEIRAL,RJ,33,Rio de Janeiro,3303955,Pinheiral,biologia,61,64,3
RIO DE JANEIRO,RIO DE JANEIRO,RJ,33,Rio de Janeiro,3304557,Rio de Janeiro,artes,575,864,479
RIO DE JANEIRO,RIO DE JANEIRO,RJ,33,Rio de Janeiro,3304557,Rio de Janeiro,biologia,1492,1746,1145
RIO DE JANEIRO,RIO DE JANEIRO,RJ,33,Rio de Janeiro,3304557,Rio de Janeiro,educacaofisica,2095,1754,625
RIO DE JANEIRO,RIO DE JANEIRO,RJ,33,Rio de Janeiro,3304557,Rio de Janeiro,filosofia,342,457,119
